Date,Open,High,Low,Close,Volume
3/18/2011,10.32298244,10.35574638,10.10466085,10.12517643,753214000
3/21/2011,10.28807398,10.4028986,10.26572033,10.38942623,409402000
3/22/2011,10.48925049,10.49108774,10.3845287,10.44760609,325922800
3/23/2011,10.38881428,10.41759709,10.28684879,10.38605881,372996400
3/24/2011,10.46751079,10.59458461,10.37595638,10.5630455,404712000
3/25/2011,10.65796781,10.78014228,10.62581628,10.76422024,448910000
3/28/2011,10.81351783,10.84934386,10.73053646,10.73053646,309355200
3/29/2011,10.64541444,10.74646091,10.59642265,10.74646091,352900800
3/30/2011,10.73665851,10.74400834,10.63867415,10.67511177,329406000
3/31/2011,10.60560929,10.71094271,10.59642384,10.67144299,274019200
4/1/2011,10.75105253,10.76574974,10.51190793,10.55048943,418661600
4/4/2011,10.54283548,10.55171512,10.36186974,10.44729996,460084800
4/5/2011,10.31869403,10.47975576,10.28837977,10.37687206,482731200
4/6/2011,10.44821714,10.53027864,10.32328641,10.35084438,402539200
4/7/2011,10.35268241,10.42402701,10.28929841,10.35207081,373447200
4/8/2011,10.40841199,10.41545438,10.22560983,10.25959778,377535200
4/11/2011,10.22897691,10.27827531,10.10527264,10.12915611,398946800
4/12/2011,10.11966375,10.21887377,10.1107841,10.17814922,425639200
4/13/2011,10.25837439,10.29266897,10.18182381,10.29236317,346220000
4/14/2011,10.25163851,10.28838276,10.16773973,10.17876244,301800800
4/15/2011,10.20570594,10.21611704,10.00667511,10.02688408,453605600
4/18/2011,9.985241756,10.17294327,9.8033578,10.16130733,609898800
4/19/2011,10.19958288,10.34900869,10.15702026,10.34533501,419378400
4/20/2011,10.51833849,10.58692763,10.45679256,10.48465633,700666400
4/21/2011,10.87016523,10.87414635,10.67174679,10.73849869,753810400
4/25/2011,10.72747888,10.83189408,10.72625322,10.80923462,266546000
4/26/2011,10.82790568,10.86985506,10.69715741,10.72992134,338800000
4/27/2011,10.7856561,10.78902481,10.6282688,10.72165966,356213200
4/28/2011,10.60040315,10.70941025,10.57988757,10.61755085,360959200
4/29/2011,10.61846852,10.83801497,10.61509981,10.72104645,1006345200
5/2/2011,10.70910285,10.73145569,10.57927357,10.60315704,442713600
5/3/2011,10.65551918,10.71369723,10.5829489,10.66194916,313348000
5/4/2011,10.66378358,10.77309808,10.62152758,10.70389652,389250400
5/5/2011,10.66807327,10.74615531,10.59611623,10.61755085,335969200
5/6/2011,10.70757013,10.7170622,10.60101193,10.61479092,280134400
5/9/2011,10.65153914,10.69257114,10.61081458,10.64357853,204747200
5/10/2011,10.68307623,10.70757294,10.61479369,10.70022392,282091600
5/11/2011,10.68705604,10.71706368,10.57131155,10.63224506,336000000
5/12/2011,10.59825758,10.62887765,10.48037005,10.61203575,322000000
5/13/2011,10.58417081,10.6022359,10.42157763,10.42617035,326116000
5/16/2011,10.38636654,10.44821909,10.18427198,10.2057066,449775200
5/17/2011,10.16589833,10.29266548,10.12701023,10.29266548,452334400
5/18/2011,10.30277561,10.44301603,10.2883842,10.40688419,334776400
5/19/2011,10.47455562,10.4846601,10.37014042,10.42709446,261170000
5/20/2011,10.39738815,10.43995077,10.25837263,10.2644968,337968400
5/23/2011,10.10374069,10.28776768,10.08689962,10.23938751,383600000
5/24/2011,10.27307168,10.28532003,10.14569126,10.1717186,321927200
5/25/2011,10.20968559,10.36676784,10.19192629,10.31226349,294224000
5/26/2011,10.28746381,10.3156342,10.24030846,10.25776196,222560800
5/27/2011,10.25163501,10.33829005,10.23663119,10.33155346,203599200
5/31/2011,10.44454531,10.65061855,10.4414824,10.65061855,417754400
6/1/2011,10.68246485,10.78228567,10.55324798,10.57958031,554682800
6/2/2011,10.6098922,10.65521029,10.5425279,10.59764385,338783200
6/3/2011,10.50823564,10.5740685,10.47240961,10.51619625,313250000
6/6/2011,10.5853954,10.62673236,10.34380199,10.35084438,461941200
6/7/2011,10.35482611,10.35635674,10.16283687,10.16712379,529785200
6/8/2011,10.1591635,10.25163611,10.12456314,10.17324829,333723600
6/9/2011,10.20417685,10.21703762,10.12762627,10.15028572,275088800
6/10/2011,10.12150178,10.15549056,9.967175793,9.979118347,433955200
6/13/2011,10.01892485,10.05291362,9.953704399,10.00055313,329473200
6/14/2011,10.10465853,10.20417434,10.08353053,10.17937183,334569200
6/15/2011,10.09700527,10.11384635,9.94788443,10.00514507,399196000
6/16/2011,10.00973953,10.06424307,9.747324645,9.956459999,510591200
6/17/2011,10.07373633,10.08169776,9.778863297,9.80642128,615020000
6/20/2011,9.717620142,9.728031241,9.50756581,9.655155182,640645600
6/21/2011,9.696799394,9.976054481,9.651481306,9.960744858,493382400
6/22/2011,9.956459129,10.07097961,9.871334702,9.878377914,390583200
6/23/2011,9.765999683,10.15640733,9.740892196,10.14232254,559759200
6/24/2011,10.14661157,10.20111511,9.954316487,9.992897987,439807200
6/27/2011,10.03086456,10.22407781,10.02045346,10.16712379,339813600
6/28/2011,10.21642483,10.30981649,10.20999485,10.26572323,294299600
6/29/2011,10.28960411,10.29970859,10.16222371,10.22836399,352545200
6/30/2011,10.24857731,10.29236478,10.19162409,10.27827835,322954800
7/1/2011,10.28685265,10.51803507,10.23326732,10.51068687,435313200
7/5/2011,10.50272386,10.71186002,10.48741423,10.69961166,355054000
7/6/2011,10.68491055,10.84260522,10.61632142,10.77095318,444626000
7/7/2011,10.86006267,10.96202737,10.83954626,10.93753147,399663600
7/8/2011,10.81933658,11.0232676,10.78442958,11.01438713,489633200
7/11/2011,10.91119731,11.0162249,10.80341342,10.83954525,442674400
7/12/2011,10.82515555,10.95223021,10.67481066,10.83189297,451609200
7/13/2011,10.97213106,11.02326753,10.91242155,10.96263981,391638800
7/14/2011,11.05419197,11.0725645,10.91119612,10.95498276,430533600
7/15/2011,11.05908948,11.17636458,10.99784936,11.17391491,484467200
7/18/2011,11.18953501,11.47185306,11.18494228,11.44582653,572653200
7/19/2011,11.57442883,11.594332,11.43112637,11.53921604,819145600
7/20/2011,12.1292694,12.13386213,11.81939255,11.84695053,941340400
7/21/2011,11.84847848,11.94370656,11.75508684,11.85888958,526534400
7/22/2011,11.89043041,12.09650448,11.87297692,12.04291916,516728800
7/25/2011,11.95258422,12.24806953,11.93023221,12.20213985,589806000
7/26/2011,12.24807618,12.38586774,12.23827831,12.35249138,476582400
7/27/2011,12.2661396,12.32891119,12.00770506,12.02117825,659324400
7/28/2011,11.9914772,12.15590685,11.88461235,11.99760056,594034000
7/29/2011,11.86960691,12.09956442,11.75814936,11.95656776,632584400
8/1/2011,12.18009595,12.23276223,12.01444065,12.14855766,612836000
8/2/2011,12.17611574,12.18377056,11.89134807,11.90849495,639539600
8/3/2011,11.97187824,12.05057268,11.70425908,12.02056503,732508000
8/4/2011,11.92380586,11.9822897,11.55452617,11.55513859,871407600
8/5/2011,11.6491437,11.74284198,11.10196112,11.44031334,1204590800
8/8/2011,11.07501288,11.26118376,10.80953597,10.81535435,1143833600
8/9/2011,11.0630733,11.47062874,10.8701658,11.4522562,1082583600
8/10/2011,11.3646794,11.47185003,11.09981574,11.13625336,878656800
8/11/2011,11.34539055,11.49634865,11.1677935,11.44276333,741969200
8/12/2011,11.57657268,11.62464624,11.45899175,11.54350376,528976000
8/15/2011,11.62434205,11.78785433,11.5771867,11.74008656,460544000
8/16/2011,11.68221346,11.73886087,11.51502669,11.65036774,498750000
8/17/2011,11.70640113,11.77407123,11.574428,11.64914131,442061200
8/18/2011,11.35518728,11.41061066,11.06521367,11.20851612,851435200
8/19/2011,11.08971004,11.23760602,10.90078371,10.90170193,775888400
8/22/2011,11.1613642,11.17269434,10.87292199,10.91425896,535315200
8/23/2011,11.03245322,11.44092687,10.93140674,11.43970203,656835200
8/24/2011,11.43572207,11.60382708,11.34784216,11.51870346,626267600
8/25/2011,11.17882059,11.49635232,11.17637092,11.4433794,871346000
8/26/2011,11.36529427,11.75202749,11.35396495,11.74529171,641477200
8/29/2011,11.88614025,11.98779993,11.88062931,11.94095039,405269200
8/30/2011,11.88828409,11.99821101,11.82581913,11.94156361,417922400
8/31/2011,11.95932434,12.00556065,11.69262259,11.78356457,522586400
9/1/2011,11.81387985,11.86042196,11.65771661,11.66720867,343725200
9/2/2011,11.47460791,11.57443036,11.38550399,11.45348072,438939200
9/6/2011,11.24893588,11.64577353,11.2216837,11.62770844,509698000
9/7/2011,11.80591897,11.8071438,11.69691025,11.75600815,350576800
9/8/2011,11.70915925,11.89931128,11.70640378,11.76243877,416158400
9/9/2011,11.75600814,11.81939133,11.48318136,11.55850792,564813200
9/12/2011,11.42132984,11.66261588,11.38764686,11.63383389,467832400
9/13/2011,11.70119782,11.82582197,11.64332557,11.7771368,440560400
9/14/2011,11.85062478,12.00954351,11.81204327,11.92043877,534724400
9/15/2011,11.98565442,12.05393774,11.93880571,12.03250313,417818800
9/16/2011,12.11150459,12.26338005,12.09588835,12.26338005,698513200
9/19/2011,12.1562118,12.6531777,12.10109667,12.6041851,823860800
9/20/2011,12.71503093,12.94805136,12.59071341,12.65991497,775754000
9/21/2011,12.84945338,12.90916288,12.61551555,12.61980247,605976000
9/22/2011,12.27960941,12.54876079,12.14702387,12.30379868,968480800
9/23/2011,12.2566491,12.45445596,12.24348253,12.37974262,546277200
9/26/2011,12.24378831,12.36994392,11.98168004,12.34514141,812876400
9/27/2011,12.51538514,12.53130718,12.18866813,12.22541237,632497600
9/28/2011,12.25389103,12.36259313,12.14120863,12.15651989,429637600
9/29/2011,12.30686213,12.31574178,11.82581835,11.95932293,651086800
9/30/2011,11.85368344,11.90788199,11.6717995,11.67608643,547640800
10/3/2011,11.64700035,11.71650772,11.42653488,11.4703207,669099200
10/4/2011,11.46940226,11.69078595,10.84689479,11.40601826,1233677200
10/5/2011,11.26394155,11.63015836,11.03245256,11.58208561,786469600
10/6/2011,11.43143267,11.78203403,11.38458394,11.55513859,812582400
10/7/2011,11.50645401,11.56646931,11.28323305,11.32334518,535458000
10/10/2011,11.60780508,11.9054327,11.5808587,11.9054327,442514800
10/11/2011,12.02056292,12.34544349,11.98779981,12.25695038,605687600
10/12/2011,12.47282505,12.5313089,12.2523596,12.31513119,622286000
10/13/2011,12.40056187,12.5062027,12.33534142,12.5062027,426185200
10/14/2011,12.7634123,12.9217186,12.71564372,12.9217186,573367200
10/17/2011,12.91375377,13.06563005,12.73615595,12.86016846,686044800
10/18/2011,12.91436768,13.00776015,12.73768968,12.9290657,881602400
10/19/2011,12.28940827,12.50589255,12.1807062,12.20581532,1104059600
10/20/2011,12.24807362,12.25879052,12.07078319,12.10446453,549270400
10/21/2011,12.18989422,12.22173912,11.96483524,12.02974987,621244400
10/24/2011,12.13110304,12.44710234,12.10721957,12.42475033,502138000
10/25/2011,12.40209516,12.4486381,12.16785148,12.1797924,430427200
10/26/2011,12.30196184,12.32615274,12.03832221,12.26644325,456304800
10/27/2011,12.47956157,12.52365564,12.30594565,12.39168167,494664800
10/28/2011,12.3399325,12.44251041,12.32492867,12.39964199,322842800
10/31/2011,12.32217509,12.53376092,12.28022488,12.39443874,385501200
11/1/2011,12.16876267,12.23275825,12.04046407,12.14120388,531790000
11/2/2011,12.25083123,12.26154813,12.09834166,12.16876888,327350800
11/3/2011,12.21959712,12.35218269,12.10599649,12.34207821,441386400
11/4/2011,12.31023371,12.35340793,12.22235381,12.25542355,302229200
11/7/2011,12.24532066,12.24807613,12.12957614,12.23980808,270275600
11/8/2011,12.31574248,12.49303369,12.29583931,12.43883514,400442000
11/9/2011,12.1552923,12.27532369,12.07139354,12.10354424,558684000
11/10/2011,12.15712756,12.16263932,11.70149957,11.79550362,744752400
11/11/2011,11.83807032,11.90206675,11.64363219,11.7771368,653786000
11/14/2011,11.74344824,11.79642194,11.58054928,11.61300659,432905200
11/15/2011,11.66016367,11.92655877,11.61882671,11.90604401,430810800
11/16/2011,11.91890801,11.97678026,11.76794989,11.7817297,349210400
11/17/2011,11.75753602,11.77590855,11.4978775,11.55636215,479900400
11/18/2011,11.60259871,11.63536183,11.4788928,11.48073006,371938000
11/21/2011,11.34171527,11.38091,11.20423118,11.29915428,447980400
11/22/2011,11.36070263,11.57228849,11.35825296,11.52880764,409021200
11/23/2011,11.46756322,11.50828858,11.23393121,11.23729992,428271200
11/25/2011,11.28108837,11.36468135,11.12492513,11.13258076,254760800
11/28/2011,11.40142689,11.53523731,11.33957432,11.51686478,346413200
11/29/2011,11.50829151,11.59984592,11.33559378,11.42745399,375855200
11/30/2011,11.67517062,11.70548407,11.5836154,11.7030344,405938400
12/1/2011,11.71344658,11.91125262,11.65863642,11.87848949,387181200
12/2/2011,11.93666616,12.05302307,11.89839128,11.93268585,379055600
12/5/2011,12.0487337,12.13814504,11.95381143,12.03403568,357210000
12/6/2011,12.01872742,12.08364288,11.92288692,11.97095966,283598000
12/7/2011,11.939726,11.97065268,11.84265986,11.91400528,304746400
12/8/2011,11.98626722,12.11027891,11.94891057,11.96207714,376356400
12/9/2011,12.0291375,12.06557512,11.97340831,12.05271435,296993200
12/12/2011,11.99331157,12.06128828,11.92502905,11.99821091,301067200
12/13/2011,12.03373134,12.10722064,11.85307222,11.9054327,338928800
12/14/2011,11.84082652,11.86164873,11.56463264,11.64148903,406887600
12/15/2011,11.73763614,11.7501903,11.58392256,11.60321331,256200000
12/16/2011,11.64669453,11.76274483,11.62250443,11.6669035,421478400
12/19/2011,11.71130101,11.78417707,11.65036586,11.70333958,235530400
12/20/2011,11.87328186,12.12865513,11.85797223,12.12406158,337215200
12/21/2011,12.14671911,12.16539826,12.00341666,12.13937092,262948000
12/22/2011,12.15621235,12.22143443,12.12865519,12.20367432,202358800
12/23/2011,12.23858285,12.35800187,12.23245868,12.35004044,269399200
12/27/2011,12.34299513,12.52640971,12.34054464,12.44802189,265076000
12/28/2011,12.4590448,12.50068756,12.28910259,12.32890892,228662000
12/29/2011,12.35218181,12.42107758,12.26369032,12.4048481,215978000
12/30/2011,12.35554889,12.4403675,12.35493729,12.40117359,179662000
1/3/2012,12.53590479,12.63082709,12.52365644,12.59193897,302220800
1/4/2012,12.55427355,12.69757683,12.53222734,12.65960693,260022000
1/5/2012,12.70584766,12.81607959,12.63603285,12.80015755,271269600
1/6/2012,12.8534348,12.94468258,12.83659372,12.93396568,318292800
1/9/2012,13.02888797,13.09778291,12.90181335,12.91344929,394024400
1/10/2012,13.04144392,13.0442002,12.90640866,12.95968819,258196400
1/11/2012,12.94253888,12.94774484,12.83934936,12.93855858,215084800
1/12/2012,12.93029307,12.9492772,12.82220337,12.90304089,212587200
1/13/2012,12.85128915,12.87425358,12.81944344,12.85465622,226021600
1/17/2012,12.98908218,13.04389316,12.9511131,13.00439262,242897200
1/18/2012,13.07359161,13.15044798,13.05338265,13.13942528,276791200
1/19/2012,13.17127157,13.20862742,13.05981401,13.09778309,261738400
1/20/2012,13.08982485,13.09013065,12.85282406,12.86966515,413974400
1/23/2012,12.94223306,13.1192185,12.93090374,13.08737278,306062400
1/24/2012,13.01664071,13.01664071,12.84669847,12.87303162,547638000
1/25/2012,13.91503598,13.91534178,13.58709407,13.67681122,958314000
1/26/2012,13.72886663,13.74203239,13.56902969,13.61465359,323985200
1/27/2012,13.6057732,13.73254121,13.58832052,13.69579697,299709200
1/30/2012,13.64771977,13.89849947,13.63792191,13.87124729,379341200
1/31/2012,13.95024969,14.03139299,13.87308669,13.97750187,391683600
2/1/2012,14.0365988,14.0543581,13.94902552,13.96862125,270046000
2/2/2012,13.9597422,13.9986295,13.90095173,13.93585873,186796400
2/3/2012,14.00260903,14.08528296,13.94932952,14.07548428,286599600
2/6/2012,14.03567904,14.23777197,14.0301681,14.20684528,249412800
2/7/2012,14.24604108,14.38383261,14.22552467,14.35566139,316223600
2/8/2012,14.40679819,14.59939826,14.38230148,14.59603119,407890000
2/9/2012,14.72096031,15.21057724,14.71483613,15.10095692,884214800
2/10/2012,15.03328808,15.23721748,14.95949215,15.10861301,631302000
2/13/2012,15.29570266,15.42737003,15.22098932,15.38970757,517216000
2/14/2012,15.45278118,15.60281942,15.37133208,15.59975815,460398400
2/15/2012,15.74673441,16.11509422,15.21486154,15.23874664,1506120000
2/16/2012,15.04981995,15.45982417,14.90069911,15.37776184,944552000
2/17/2012,15.40532299,15.54801388,15.31928034,15.37500954,535805200
2/21/2012,15.52075979,15.76480293,15.43624778,15.76480293,605595200
2/22/2012,15.71059831,15.78439257,15.58781065,15.70937347,483302400
2/23/2012,15.77184047,15.85604666,15.60098006,15.81195259,568027600
2/24/2012,15.91239333,16.01129594,15.88085504,15.99629211,415072000
2/27/2012,15.96260842,16.1827681,15.80858986,16.09886932,547582000
2/28/2012,16.1662317,16.39435196,16.10162286,16.39435196,600387200
2/29/2012,16.58266677,16.76791944,16.40323247,16.60961151,952011200
3/1/2012,16.78506299,16.78628946,16.49723326,16.67176819,683270000
3/2/2012,16.66473105,16.74311726,16.61206313,16.69351387,431712400
3/5/2012,16.70086159,16.76393816,16.10621626,16.32545853,809124400
3/6/2012,16.03455951,16.34167911,15.80674512,16.23665237,810238800
3/7/2012,16.43691362,16.46692127,16.0235407,16.24982452,798520800
3/8/2012,16.37230259,16.62645016,16.29360898,16.59583092,516457200
3/9/2012,16.66381264,16.77190234,16.63013048,16.69320869,418919200
3/12/2012,16.80986569,16.90233994,16.74923717,16.90233994,407282400
3/13/2012,17.07196889,17.39776675,17.01715712,17.39531708,690855200
3/14/2012,17.69999886,18.21043635,17.61885392,18.05304909,1418844000
3/15/2012,18.36016187,18.37241022,17.71530179,17.92994881,1159718000
3/16/2012,17.90423427,18.04141257,17.69846682,17.93026161,825487600
3/19/2012,18.32219927,18.426307,18.03681917,18.40579224,901236000
3/20/2012,18.35710826,18.58339048,18.11122866,18.5546093,816662000
3/21/2012,18.45601463,18.66760051,18.41529089,18.44866562,644042000
3/22/2012,18.30413533,18.50990443,18.23524037,18.35190392,623870800
3/23/2012,18.38711504,18.42722717,18.20063752,18.25116158,430488800
3/26/2012,18.36567866,18.59104509,18.22697137,18.58583832,595742000
3/27/2012,18.56134123,18.87060477,18.55766672,18.81548882,607129600
3/28/2012,18.93489895,19.02890379,18.68779467,18.91162872,655460400
3/29/2012,18.76343784,18.87918234,18.59349642,18.67402649,608238400
3/30/2012,18.64064307,18.69545321,18.30902676,18.35832596,731038000
4/2/2012,18.42814462,18.94685012,18.38374475,18.94256401,598351600
4/3/2012,19.20804028,19.35838759,19.06137074,19.26989365,834559600
4/4/2012,19.11771043,19.16394674,18.89265144,19.1164856,572980800
4/5/2012,19.19824268,19.43340616,19.08862237,19.40339851,641298000
4/9/2012,19.17221419,19.59201708,19.14680008,19.48147774,597536800
4/10/2012,19.59477585,19.7194,19.16823711,19.24295044,889725200
4/11/2012,19.48056065,19.50107542,19.08678346,19.17435837,696614800
4/12/2012,19.13761739,19.33144393,18.99982584,19.06933403,614336800
4/13/2012,19.11035855,19.12842528,18.47958318,18.53224945,859644800
4/16/2012,18.6801465,18.68688228,17.70611961,17.76368523,1050786800
4/17/2012,17.72725095,18.67831196,17.51199062,18.66912651,1025528000
4/18/2012,18.79221772,18.9921684,18.45508876,18.62748146,954531200
4/19/2012,18.37884418,18.51694149,17.89810697,17.98751831,834719200
4/20/2012,18.10816919,18.20737925,17.46636999,17.54475784,1030985200
4/23/2012,17.4721871,17.65774561,17.04381024,17.50556183,966529200
4/24/2012,17.22722269,17.38277352,16.99420305,17.15587807,1076149200
4/25/2012,18.85101083,18.92327449,18.55583203,18.6783123,905777600
4/26/2012,18.80905926,18.82192084,18.43733071,18.60788536,536068400
4/27/2012,18.52735774,18.5613457,18.38742232,18.46397209,406722400
4/30/2012,18.30474822,18.32312075,17.85156889,17.88157654,506144800
5/1/2012,17.90974034,18.27289493,17.79736459,17.82492256,610999200
5/2/2012,17.7670522,17.9862928,17.72479621,17.94281197,427389200
5/3/2012,18.08121785,18.10877583,17.7688914,17.8154335,390549600
5/4/2012,17.67030285,17.70949596,17.30561574,17.30806541,529992400
5/7/2012,17.19322556,17.53831501,17.18495752,17.43757439,460118400
5/8/2012,17.44064325,17.49943371,17.10841525,17.39777565,497252000
5/9/2012,17.2605949,17.575371,17.17332743,17.42839241,480704000
5/10/2012,17.59374737,17.63355371,17.40574084,17.46942902,333200000
5/11/2012,17.30039794,17.59037148,17.28049478,17.35275841,399546000
5/14/2012,17.22600006,17.37726317,17.07381791,17.09280205,352626400
5/15/2012,17.19170167,17.24589858,16.89468483,16.93816566,476336000
5/16/2012,16.96510472,17.05206635,16.5667358,16.72106171,560896000
5/17/2012,16.69749053,16.76454903,16.23237038,16.23237038,717220000
5/18/2012,16.34995196,16.63931235,15.98924695,16.24033165,732292400
5/21/2012,16.36649167,17.19446089,16.35271104,17.18649864,631106000
5/22/2012,17.43972159,17.57230796,16.92009876,17.05452156,694870400
5/23/2012,17.07074653,17.53923694,16.93999989,17.47064781,584897600
5/24/2012,17.63325002,17.65254159,17.18496996,17.31020737,496230000
5/25/2012,17.2878497,17.3264312,17.10045316,17.21742249,328507200
5/29/2012,17.48105979,17.57598206,17.30989357,17.52300835,380508800
5/30/2012,17.42900969,17.75940129,17.34817219,17.73429298,529429600
5/31/2012,17.78236408,17.80563595,17.49821045,17.6901989,491674400
6/1/2012,17.42777956,17.53464438,17.16322172,17.1776123,520987600
6/4/2012,17.19323612,17.37695655,16.79517437,17.27866554,556995600
6/5/2012,17.18618654,17.34541184,17.09616361,17.23395348,388214400
6/6/2012,17.38522568,17.57139579,17.31571748,17.49821472,401455600
6/7/2012,17.67672298,17.67764038,17.46881171,17.50616837,379766800
6/8/2012,17.50249885,17.7774687,17.42288618,17.76950645,347516400
6/11/2012,17.99609716,18.01998063,17.47279801,17.48933411,591264800
6/12/2012,17.59006352,17.65620133,17.35245048,17.64211655,435380400
6/13/2012,17.59190935,17.71316479,17.46514133,17.51964569,293580000
6/14/2012,17.49147321,17.56067559,17.36960618,17.50035286,345573200
6/15/2012,17.48412237,17.59496751,17.4397225,17.57996368,335255200
6/18/2012,17.48290016,18.00129821,17.46483343,17.93668938,440412000
6/19/2012,17.86381508,18.06590801,17.85462963,17.98660278,361404400
6/20/2012,18.01109366,18.04293937,17.78419827,17.93546295,358943200
6/21/2012,17.92627723,18.01140082,17.6813151,17.68835831,326351200
6/22/2012,17.73030959,17.8267625,17.61946445,17.82400703,284471600
6/25/2012,17.67702455,17.75357592,17.46482723,17.47707558,304382400
6/26/2012,17.49422962,17.59098998,17.37174934,17.51566505,276536400
6/27/2012,17.60660296,17.65988247,17.51229391,17.59129333,202997200
6/28/2012,17.50463766,17.57598226,17.31907922,17.42441177,282836400
6/29/2012,17.6984592,17.88218117,17.58363379,17.88218117,421500800
7/2/2012,17.90453967,18.17215883,17.86993849,18.14307022,400092000
7/3/2012,18.2153445,18.37212024,18.18839974,18.3540535,241712800
7/5/2012,18.38924983,18.81119647,18.36138606,18.6764679,484383200
7/6/2012,18.5892054,18.63054236,18.42048884,18.55215454,418930400
7/9/2012,18.53439705,18.79773012,18.49795942,18.79742432,379405600
7/10/2012,18.92235439,18.98053325,18.53470298,18.62350273,511957600
7/11/2012,18.55950252,18.60665786,18.28698405,18.50775528,469322000
7/12/2012,18.37946158,18.47836418,18.14797257,18.3384304,428041600
7/13/2012,18.46244596,18.59227364,18.37211556,18.52429771,311427200
7/16/2012,18.5288805,18.72791047,18.5258176,18.58369064,301260400
7/17/2012,18.70250052,18.72424175,18.46856188,18.5846138,293624800
7/18/2012,18.57389767,18.62748299,18.48111761,18.56379318,252700000
7/19/2012,18.71750679,18.84213094,18.55583179,18.81059265,436861600
7/20/2012,18.77109184,18.81426688,18.48540593,18.50377846,397471200
7/23/2012,18.20064055,18.55277344,17.99579211,18.48938942,487975600
7/24/2012,18.59808903,18.66851625,18.32648788,18.40028381,565132400
7/25/2012,17.59007458,17.78420529,17.45350786,17.60569,877312800
7/26/2012,17.75235314,17.7719505,17.46452506,17.60292816,406632800
7/27/2012,17.60690572,17.93821621,17.50218478,17.91769981,403936400
7/30/2012,18.09408166,18.35496509,17.99915772,18.21993065,379142400
7/31/2012,18.47101014,18.73036449,18.45539472,18.70158005,462327600
